14.08.2018                                                 Dynamic List Display                                                         1
-----------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------
| Site|Del. Date |Site Description              |PO No's|Del  No's|HU  No's|        PO Qty|  Org OB Del|  OB Del Qty|    GI Qty|  GR Qty|
| GG20|25.01.2018|Church Street (Piet Retief)   |     5 |      10 |     33 |        2,393 |      2,091 |      2,088 |    2,088 |      0 |
| GG21|25.01.2018|Boitumelo                     |    13 |       9 |     51 |        3,292 |      2,759 |      2,754 |    2,754 |      0 |
| GG23|25.01.2018|Protea North                  |     7 |      21 |     59 |        2,932 |      2,571 |      2,567 |    2,567 |      0 |
| GG26|25.01.2018|Kwathema                      |     5 |      53 |     89 |        5,011 |      4,569 |      4,487 |    4,487 |      0 |
| GH01|25.01.2018|Wolmaransstad                 |     4 |       4 |     14 |          941 |        853 |        850 |      850 |      0 |
| GH04|25.01.2018|Hoopstad                      |     5 |       4 |     11 |          675 |        524 |        522 |      522 |      0 |
| GH05|25.01.2018|Kilburn Liquor                |     1 |       0 |      0 |            8 |          0 |          0 |        0 |      0 |
| GH07|25.01.2018|Cosmo City                    |     6 |      29 |     61 |        3,412 |      3,037 |      3,018 |    3,018 |      0 |
| GL01|25.01.2018|Maseru                        |     2 |      14 |     45 |        3,187 |      3,050 |      3,034 |    3,034 |      0 |
| GM03|25.01.2018|Aston Manor                   |     7 |      33 |     60 |        2,894 |      2,626 |      2,605 |    2,605 |      0 |
| GM08|25.01.2018|Golf Park                     |     5 |       8 |     31 |        2,650 |      2,202 |      2,198 |    2,198 |      0 |
| GM18|25.01.2018|Lakefield                     |     1 |       1 |      0 |            1 |          1 |          1 |        1 |      0 |
| GM33|25.01.2018|Viljoenskroon                 |     5 |       6 |     18 |        1,224 |      1,080 |      1,075 |    1,075 |      0 |
| GM34|25.01.2018|Bethlehem                     |     5 |       1 |     12 |          501 |        430 |        430 |      430 |      0 |
| GM35|25.01.2018|Henneman                      |     4 |       4 |     12 |          799 |        651 |        648 |      648 |      0 |
| GM53|25.01.2018|Tseles                        |     4 |       9 |     36 |        1,764 |      1,420 |      1,404 |    1,404 |      0 |
| GO09|25.01.2018|Sujee Motors                  |     1 |       1 |      0 |            1 |          1 |          1 |        1 |      0 |
| GO12|25.01.2018|Bergbron                      |     1 |       0 |      0 |            1 |          0 |          0 |        0 |      0 |
| GO18|25.01.2018|Bedfordview                   |     1 |       1 |      2 |           78 |         75 |         75 |       75 |      0 |
| GO22|25.01.2018|Kyalami NTI                   |     4 |       1 |      5 |          145 |        138 |        138 |      138 |      0 |
| GO24|25.01.2018|Meadowlands                   |     1 |       1 |      2 |           53 |         53 |         53 |       53 |      0 |
| GO29|25.01.2018|Strubensvalley Service        |     2 |       1 |      3 |           87 |         87 |         87 |       87 |      0 |
| GO31|25.01.2018|EL Corro Motors               |     2 |       1 |      4 |           88 |         87 |         87 |       87 |      0 |
| GO32|25.01.2018|Kiasha Park                   |     4 |       1 |      2 |           40 |         38 |         38 |       38 |      0 |
| GO38|25.01.2018|Edenburg                      |     1 |       1 |      5 |          155 |        140 |        140 |      140 |      0 |
| GO39|25.01.2018|Brickfields                   |     4 |       3 |      3 |          106 |         99 |         98 |       98 |      0 |
| GO42|25.01.2018|Tshepisong                    |     1 |       1 |      1 |           28 |         27 |         27 |       27 |      0 |
| GO53|25.01.2018|Kensington                    |     1 |       1 |      2 |           89 |         81 |         81 |       81 |      0 |
| GS02|25.01.2018|Market Ola'a                  |     2 |       3 |      9 |          284 |        224 |        218 |      218 |      0 |
| GS12|25.01.2018|Market Stallion               |     1 |       0 |      0 |           11 |          0 |          0 |        0 |      0 |
| HC01|25.01.2018|Boksburg                      |    14 |      14 |     32 |        2,291 |      1,206 |      1,195 |    1,195 |      0 |
| HC03|25.01.2018|Bloemfontein                  |     1 |       0 |      0 |          578 |          0 |          0 |        0 |      0 |
| HC05|25.01.2018|Norwood                       |    15 |      34 |     38 |        3,688 |      2,119 |      2,115 |    2,115 |      0 |
| HC06|25.01.2018|Woodmead                      |    16 |      35 |     42 |        2,887 |      1,867 |      1,848 |    1,848 |      0 |
| HC07|25.01.2018|Steeledale                    |    16 |      15 |     20 |        2,410 |      1,341 |      1,335 |    1,335 |      0 |
| HC08|25.01.2018|Klerksdorp                    |    16 |      24 |     26 |        3,528 |      1,693 |      1,684 |    1,684 |      0 |
| HC09|25.01.2018|Vaal                          |    14 |      16 |     14 |        2,003 |        771 |        765 |      765 |      0 |
| HC10|25.01.2018|Faerie Glen                   |    16 |      41 |     50 |        3,909 |      2,440 |      2,430 |    2,430 |      0 |
| HC11|25.01.2018|Wonderpark                    |    13 |      26 |     22 |        2,165 |      1,340 |      1,334 |    1,334 |      0 |
| HC14|25.01.2018|Northgate                     |    10 |      14 |     29 |        2,286 |      1,416 |      1,338 |    1,338 |      0 |
| HC16|25.01.2018|Princess Crossing             |    15 |      17 |     22 |        2,417 |      1,440 |      1,421 |    1,421 |      0 |
| HC17|25.01.2018|Montana                       |    14 |      18 |     29 |        3,003 |      1,848 |      1,843 |    1,843 |      0 |
| HC18|25.01.2018|Centurion                     |    15 |      25 |     32 |        3,122 |      1,947 |      1,944 |    1,944 |      0 |
| HC19|25.01.2018|Greenstone                    |    15 |      24 |     32 |        2,793 |      1,664 |      1,647 |    1,647 |      0 |
| HC20|25.01.2018|Soweto                        |    15 |      20 |     24 |        2,563 |      1,654 |      1,647 |    1,647 |      0 |
| MA05|25.01.2018|Philippi                      |     6 |       7 |      0 |       10,416 |      6,032 |      3,680 |    3,680 |      0 |
| NB03|25.01.2018|Francistown 1                 |     1 |       1 |      1 |           45 |         35 |         35 |       35 |      0 |
| NB09|25.01.2018|Phikwe Mall                   |     1 |       1 |      2 |          151 |        126 |        126 |      126 |      0 |
| NC01|25.01.2018|Lynnwood                      |    15 |      14 |     11 |          668 |        379 |        374 |      374 |      0 |
| NC03|25.01.2018|Doornkloof                    |    12 |      17 |     28 |        1,547 |      1,100 |      1,078 |    1,078 |      0 |
| NC04|25.01.2018|Rustenburg                    |    13 |      10 |     10 |          757 |        415 |        415 |      415 |      0 |
| NC05|25.01.2018|Savannah                      |     1 |       0 |      0 |           35 |          0 |          0 |        0 |      0 |
| NC06|25.01.2018|Hatfield                      |     1 |       0 |      0 |          154 |          0 |          0 |        0 |      0 |
| NC09|25.01.2018|Nelspruit                     |     1 |       0 |      0 |          310 |          0 |          0 |        0 |      0 |
| NC10|25.01.2018|Quagga                        |     1 |       0 |      0 |          161 |          0 |          0 |        0 |      0 |
| NC11|25.01.2018|Mmabatho                      |     1 |       0 |      0 |          285 |          0 |          0 |        0 |      0 |
| NC12|25.01.2018|Witbank                       |    14 |      16 |     23 |        1,565 |      1,094 |      1,084 |    1,084 |      0 |
| NC13|25.01.2018|Tzaneen                       |     1 |       0 |      0 |          130 |          0 |          0 |        0 |      0 |
| NC14|25.01.2018|Tramshed                      |     1 |       0 |      0 |          126 |          0 |          0 |        0 |      0 |
| NC15|25.01.2018|Centurion                     |     2 |       1 |      0 |          148 |          1 |          1 |        1 |      0 |
| NC16|25.01.2018|Polokwane                     |     2 |       1 |      0 |          176 |          1 |          1 |        1 |      0 |
| NC17|25.01.2018|Waterfall Mall                |     1 |       0 |      0 |          251 |          0 |          0 |        0 |      0 |
| NC18|25.01.2018|Riverside Mall                |     1 |       0 |      0 |          205 |          0 |          0 |        0 |      0 |
| NC20|25.01.2018|Hillcrest Boulevard           |     1 |       0 |      0 |           76 |          0 |          0 |        0 |      0 |
| NC21|25.01.2018|Wonderboom Junction           |    17 |      19 |     38 |        2,252 |      1,541 |      1,510 |    1,510 |      0 |
| NC22|25.01.2018|Mall at Reds                  |    14 |      17 |     32 |        2,067 |      1,310 |      1,305 |    1,305 |      0 |
| NC23|25.01.2018|Mokopane Mall                 |     1 |       0 |      0 |          404 |          0 |          0 |        0 |      0 |
| NC24|25.01.2018|Woodlands Boulevard           |    17 |      20 |     22 |        1,580 |        912 |        906 |      906 |      0 |
| NC26|25.01.2018|Makhado                       |     1 |       0 |      0 |          145 |          0 |          0 |        0 |      0 |
| NC27|25.01.2018|Southdowns                    |    14 |      18 |     12 |          957 |        525 |        476 |      476 |      0 |
| NC29|25.01.2018|Hazeldean Square              |    14 |      13 |     21 |        1,349 |        808 |        799 |      799 |      0 |
| NC30|25.01.2018|Irene Village Mall            |     1 |       0 |      0 |          289 |          0 |          0 |        0 |      0 |
| NC35|25.01.2018|The Grove                     |    18 |      16 |     37 |        1,992 |      1,418 |      1,398 |    1,398 |      0 |
| NC36|25.01.2018|Bylsbridge Promenade          |     1 |       0 |      0 |          154 |          0 |          0 |        0 |      0 |
| NC37|25.01.2018|Ilanga Mall                   |     1 |       0 |      0 |          164 |          0 |          0 |        0 |      0 |
| NC38|25.01.2018|Mall of the North             |    13 |      16 |     18 |        1,968 |      1,430 |      1,426 |    1,426 |      0 |
| NC39|25.01.2018|Jubilee Mall                  |     1 |       0 |      0 |          281 |          0 |          0 |        0 |      0 |
| NC41|25.01.2018|Middelburg Mall               |    14 |      26 |     26 |        1,962 |      1,463 |      1,441 |    1,441 |      0 |
| NC42|25.01.2018|Mabopane                      |    17 |      10 |     22 |        1,359 |      1,070 |      1,064 |    1,064 |      0 |
| NC43|25.01.2018|Burgersfort Tubatse Crossing  |     1 |       0 |      0 |          109 |          0 |          0 |        0 |      0 |
| NC46|25.01.2018|Mall at Lebo                  |     2 |       1 |      0 |          100 |          1 |          1 |        1 |      0 |
| NC48|25.01.2018|Atteridgeville Maunde Street  |     1 |       0 |      0 |          148 |          0 |          0 |        0 |      0 |
| NC51|25.01.2018|Emoyeni                       |     2 |       1 |      0 |          206 |          1 |          1 |        1 |      0 |
| NC52|25.01.2018|Jean Avenue - Centurion       |    13 |      11 |     14 |        1,024 |        552 |        547 |      547 |      0 |
| NC64|25.01.2018|Local Rustenburg Midtown      |     1 |       1 |      8 |          274 |        238 |        238 |      238 |      0 |
| NC67|25.01.2018|Menlyn Maine                  |    12 |      12 |      7 |          354 |        189 |        186 |      186 |      0 |
| NC74|25.01.2018|Thavhani Mall                 |     1 |       0 |      0 |           15 |          0 |          0 |        0 |      0 |
| NF10|25.01.2018|Phalaborwa                    |     1 |       1 |      0 |            1 |          1 |          1 |        1 |      0 |
| NF12|25.01.2018|Montana (Closed)              |     5 |       7 |     34 |        1,919 |      1,749 |      1,746 |    1,746 |      0 |
| NF14|25.01.2018|Cornwall View                 |     4 |      46 |     87 |        4,381 |      3,797 |      3,784 |    3,784 |      0 |
| NF20|25.01.2018|Waterkloof Rand               |     5 |      25 |     44 |        1,889 |      1,660 |      1,653 |    1,653 |      0 |
| NF21|25.01.2018|Whiteriver                    |     4 |      18 |     38 |        2,629 |      2,443 |      2,430 |    2,430 |      0 |
| NF22|25.01.2018|Silverwater Crossing          |     4 |       6 |     22 |        1,018 |        907 |        892 |      892 |      0 |
| NF24|25.01.2018|Mafikeng Crossing             |     4 |      14 |     46 |        2,403 |      2,144 |      2,139 |    2,139 |      0 |
| NF28|25.01.2018|Equestria Mall                |     2 |       4 |     22 |          947 |        738 |        735 |      735 |      0 |
| NF29|25.01.2018|Malelane                      |     5 |       9 |     33 |        1,567 |      1,365 |      1,358 |    1,358 |      0 |
| NF34|25.01.2018|Mahube City                   |     4 |       8 |     26 |        1,780 |      1,652 |      1,648 |    1,648 |      0 |
| NF35|25.01.2018|Eersterust                    |     7 |      13 |     30 |        2,356 |      2,026 |      2,020 |    2,020 |      0 |
| NF37|25.01.2018|Groblersdal (Closed)          |     4 |       4 |      9 |          534 |        443 |        441 |      441 |      0 |
| NF42|25.01.2018|Modimolle                     |     6 |       6 |     16 |          860 |        746 |        742 |      742 |      0 |
| NF45|25.01.2018|Reyno Ridge                   |     3 |      23 |     44 |        3,305 |      2,901 |      2,894 |    2,894 |      0 |
| NF46|25.01.2018|Station Square                |     7 |      18 |     38 |        1,840 |      1,554 |      1,549 |    1,549 |      0 |
| NF48|25.01.2018|Die Meent                     |     4 |      10 |     34 |        1,580 |      1,443 |      1,442 |    1,442 |      0 |
| NF50|25.01.2018|Beyers Naude                  |     5 |      11 |     29 |        1,477 |      1,190 |      1,177 |    1,177 |      0 |
| NF54|25.01.2018|Vaalbank                      |     4 |       7 |     26 |        1,449 |      1,330 |      1,328 |    1,328 |      0 |
| NF56|25.01.2018|River Crescent                |     3 |       9 |     27 |        1,513 |      1,301 |      1,297 |    1,297 |      0 |
| NF66|25.01.2018|Steelpoort                    |     5 |      14 |     55 |        3,731 |      2,966 |      2,959 |    2,959 |      0 |
| NG02|25.01.2018|Thohoyandou                   |     4 |      20 |     40 |        2,718 |      2,405 |      2,402 |    2,402 |      0 |
| NG05|25.01.2018|Rustenburg Taxi               |     4 |      10 |     21 |        1,419 |      1,255 |      1,238 |    1,238 |      0 |
| NG06|25.01.2018|Marble Hall                   |     4 |       3 |      8 |          470 |        402 |        401 |      401 |      0 |
| NG15|25.01.2018|Giyani                        |     2 |       2 |      0 |            2 |          2 |          2 |        2 |      0 |
| NG16|25.01.2018|Topspot                       |     5 |       4 |     15 |          696 |        639 |        636 |      636 |      0 |
| NG20|25.01.2018|Jane Furse                    |     4 |       6 |     26 |        1,940 |      1,763 |      1,756 |    1,756 |      0 |
| NM07|25.01.2018|Heuwel (Closed)               |     5 |       3 |     25 |        1,146 |      1,028 |      1,025 |    1,025 |      0 |
| NO12|25.01.2018|Atterbury Value Mart          |     4 |       3 |      3 |          114 |         99 |         99 |       99 |      0 |
| NO13|25.01.2018|Waterfall Park                |     3 |       1 |      6 |          172 |        150 |        150 |      150 |      0 |
| NO20|25.01.2018|Charles Street                |     5 |       1 |      5 |          244 |        235 |        235 |      235 |      0 |
| NO25|25.01.2018|Waterkloof Ridge              |     4 |       3 |      5 |          168 |        149 |        148 |      148 |      0 |
| NO26|25.01.2018|Rustenburg                    |     2 |       1 |      5 |          162 |        159 |        159 |      159 |      0 |
| OR71|25.01.2018|Gauteng Dotcoza Centre        |     1 |       7 |     23 |        1,307 |      1,111 |      1,108 |    1,108 |      0 |
-----------------------------------------------------------------------------------------------------------------------------------------
|*    |          |                              |       |         |        |1,000,543.938 |    758,239 |749,209.333 |          |    473 |
-----------------------------------------------------------------------------------------------------------------------------------------
