################################################################################
# This file contains a transactional data dump of students entering and leaving
# at the University Road drop-off gate. That is, the entrance closest to the
# Engineering buildings. There are three turnstiles. The first is North,
# denoted with 'N', and is closest to the Mineral Sciences Building. The second 
# is in the centre, denoted with 'C', and closest to the Mining Engineering
# Study Centre. The third is South, denoted by 'S', and is closest to the
# Engineering 2 Building.
#
# The time stamp indicates the time of day first in the compact format HHMMSS
# and then the date as day/month/year. There is a variable indicating whether
# this is an 'entry' into the campus or an 'exit' leaving the campus. The
# 'success' variable indicates a '1' if the transaction was completed with only
# one tap of the student card, and '0' if two or more taps were required.
#
# The final variable indicates the system's estimate for the entry or exit
# transaction duration (in seconds). That is the time from when a student's
# card is first tapped until the turnstile is activated and locked again behind 
# the student. 
################################################################################


date,type,turnstile,success,duration
072730 05/03/2020,entry,C,1,6.61
072825 05/03/2020,entry,C,0,6.72
072855 05/03/2020,entry,C,1,7.4
072856 05/03/2020,entry,N,0,6.51
073012 05/03/2020,entry,S,1,7.37
073208 05/03/2020,entry,C,1,7.4
073220 05/03/2020,entry,S,1,5.72
073260 05/03/2020,entry,S,1,6.03
073360 05/03/2020,entry,C,1,6.13
073435 05/03/2020,entry,S,1,6.31
073602 05/03/2020,entry,S,1,7.92
073604 05/03/2020,entry,N,1,5.62
073724 05/03/2020,entry,C,0,7.26
073732 05/03/2020,entry,S,1,6.55
073807 05/03/2020,entry,S,1,7
073905 05/03/2020,entry,S,1,7.13
073946 05/03/2020,entry,S,1,6.61
074001 05/03/2020,entry,S,1,7.76
074015 05/03/2020,entry,S,1,6.73
074053 05/03/2020,entry,C,1,6.47
074116 05/03/2020,exit,C,1,5.72
074120 05/03/2020,entry,C,1,7.86
074145 05/03/2020,entry,S,0,6.54
074502 05/03/2020,entry,S,1,4.81
074508 05/03/2020,entry,C,0,6.54
074559 05/03/2020,entry,S,1,7.21
074653 05/03/2020,entry,N,1,6.29
074734 05/03/2020,entry,C,1,7.02
074900 05/03/2020,entry,C,1,5.99
075029 05/03/2020,exit,N,0,4.84
075047 05/03/2020,entry,N,0,5.57
075312 05/03/2020,entry,S,1,5.6
075315 05/03/2020,entry,S,1,6.63
075350 05/03/2020,entry,N,1,5.83
075423 05/03/2020,entry,S,1,7.2
075521 05/03/2020,entry,C,1,4.89
075526 05/03/2020,entry,C,1,6.92
075811 05/03/2020,entry,N,1,6.85
075844 05/03/2020,entry,N,1,5.63
075857 05/03/2020,entry,C,1,6.16
080024 05/03/2020,entry,C,0,6.37
080041 05/03/2020,entry,C,1,6.74
080050 05/03/2020,entry,S,1,5.73
080136 05/03/2020,entry,C,1,7.2
080209 05/03/2020,entry,C,1,6.75
080219 05/03/2020,exit,N,1,5.99
080327 05/03/2020,exit,C,1,6.18
080348 05/03/2020,entry,C,1,6.65
080359 05/03/2020,entry,S,1,7.4
080360 05/03/2020,entry,C,1,6.58
080551 05/03/2020,entry,S,1,5.6
080652 05/03/2020,entry,S,1,6.67
080741 05/03/2020,exit,S,1,5.8
080838 05/03/2020,entry,C,1,5.61
080847 05/03/2020,entry,C,1,6.27
080851 05/03/2020,entry,S,0,7.1
080912 05/03/2020,exit,N,1,5.81
080919 05/03/2020,entry,C,1,6
080925 05/03/2020,exit,C,1,6.93
080947 05/03/2020,entry,C,1,8.05
081038 05/03/2020,entry,N,0,5.51
081040 05/03/2020,entry,C,1,7.08
081156 05/03/2020,entry,C,1,7.11
081204 05/03/2020,entry,C,1,6.84
081216 05/03/2020,entry,C,1,6.21
081242 05/03/2020,exit,C,1,7.26
081457 05/03/2020,entry,C,1,7.45
081508 05/03/2020,entry,N,1,6.01
081716 05/03/2020,entry,N,1,5.81
081847 05/03/2020,exit,C,1,6.13
082005 05/03/2020,entry,S,1,6.6
082029 05/03/2020,entry,S,1,6.76
082128 05/03/2020,entry,C,1,7.43
082205 05/03/2020,entry,N,1,6.11
082304 05/03/2020,entry,C,1,5.74
082422 05/03/2020,entry,C,1,6.06
082534 05/03/2020,exit,C,0,7.43
082543 05/03/2020,entry,C,1,6.46
082602 05/03/2020,entry,S,1,8.94
082614 05/03/2020,entry,C,1,5.98
082641 05/03/2020,entry,N,1,5.94
082727 05/03/2020,entry,S,1,7.05
082728 05/03/2020,entry,C,1,6.75
082855 05/03/2020,exit,C,1,7.2
082912 05/03/2020,exit,S,1,6.87
083000 05/03/2020,entry,C,1,7.27
083201 05/03/2020,entry,C,1,6.37
083205 05/03/2020,entry,C,1,6.42
083407 05/03/2020,entry,C,1,6.53
083428 05/03/2020,exit,S,1,4.99
083621 05/03/2020,entry,S,1,7.41
083642 05/03/2020,entry,N,1,6.29
083942 05/03/2020,entry,C,1,5.65
083950 05/03/2020,entry,C,1,6.72
084001 05/03/2020,entry,N,0,6.14
084047 05/03/2020,entry,S,1,6.47
084056 05/03/2020,entry,S,1,6.11
084206 05/03/2020,exit,S,1,5.29
084228 05/03/2020,entry,C,1,7.12
084347 05/03/2020,entry,C,1,6.64
084456 05/03/2020,entry,N,1,5.77
084527 05/03/2020,entry,C,1,6.72
084614 05/03/2020,entry,C,1,7.67
084813 05/03/2020,entry,S,1,6.75
084828 05/03/2020,entry,S,1,6.69
084859 05/03/2020,entry,C,1,5.05
085042 05/03/2020,exit,C,0,8.18
085053 05/03/2020,entry,C,1,6.54
085100 05/03/2020,exit,S,0,5.91
085113 05/03/2020,entry,C,1,4.73
085132 05/03/2020,entry,S,1,6.27
085344 05/03/2020,entry,C,1,7.17
085520 05/03/2020,exit,N,1,7.63
085621 05/03/2020,entry,C,1,6.27
085650 05/03/2020,entry,N,1,8.17
085718 05/03/2020,entry,C,1,5.51
085846 05/03/2020,entry,S,1,7.07
085906 05/03/2020,entry,N,1,7.52
090019 05/03/2020,entry,C,1,6.41
090126 05/03/2020,entry,C,1,6.73
090143 05/03/2020,entry,S,1,6.61
090207 05/03/2020,entry,S,1,6.14
090311 05/03/2020,entry,C,1,5.09
090328 05/03/2020,entry,C,1,6.23
090345 05/03/2020,entry,S,0,6.61
090526 05/03/2020,entry,S,1,6.83
090544 05/03/2020,entry,S,1,6.71
090548 05/03/2020,entry,C,1,7.08
090727 05/03/2020,entry,C,1,7.48
090907 05/03/2020,entry,C,1,6.49
090909 05/03/2020,entry,C,1,7.17
091102 05/03/2020,entry,C,1,6.81
091306 05/03/2020,entry,C,1,5.88
091431 05/03/2020,entry,C,1,6.92
091549 05/03/2020,entry,C,0,6.35
091706 05/03/2020,entry,C,1,6.09
091809 05/03/2020,entry,C,1,6.47
091822 05/03/2020,entry,C,1,5.17
092016 05/03/2020,exit,N,1,7.52
092137 05/03/2020,entry,C,1,5.75
092155 05/03/2020,entry,S,1,6.1
092327 05/03/2020,entry,C,1,6.05
092342 05/03/2020,entry,S,1,6.89
092406 05/03/2020,entry,C,1,5.78
092438 05/03/2020,entry,S,1,6.95
092658 05/03/2020,entry,C,1,7.65
092711 05/03/2020,entry,C,1,6.07
092724 05/03/2020,exit,S,1,6.14
092727 05/03/2020,entry,C,1,6.62
092817 05/03/2020,entry,S,1,5.77
092919 05/03/2020,exit,C,1,6.4
093117 05/03/2020,entry,C,1,6.32
093141 05/03/2020,exit,N,1,7.11
093147 05/03/2020,entry,C,1,6.58
093420 05/03/2020,entry,S,1,6.97
093422 05/03/2020,entry,S,1,7.09
093429 05/03/2020,exit,C,1,7.08
093454 05/03/2020,entry,S,1,6.21
093619 05/03/2020,entry,S,1,7.15
093711 05/03/2020,entry,C,1,6.92
093813 05/03/2020,entry,S,0,8.09
093824 05/03/2020,entry,N,1,6.17
093922 05/03/2020,exit,C,1,5.63
093935 05/03/2020,entry,C,1,7.07
094004 05/03/2020,exit,S,1,7.37
094101 05/03/2020,exit,C,0,6.6
094148 05/03/2020,entry,N,1,7.82
094651 05/03/2020,entry,C,1,7.01
094706 05/03/2020,entry,C,1,6.76
094714 05/03/2020,exit,C,0,6.28
094726 05/03/2020,entry,C,1,5.87
094819 05/03/2020,entry,S,1,7.78
094833 05/03/2020,entry,S,1,7.15
094856 05/03/2020,exit,C,0,6.66
094902 05/03/2020,entry,S,1,7.47
094945 05/03/2020,exit,S,1,6.12
095234 05/03/2020,entry,C,1,5.9
095412 05/03/2020,entry,C,1,6.58
095510 05/03/2020,exit,S,1,7.73
095519 05/03/2020,exit,C,1,7.21
095522 05/03/2020,exit,C,1,6.17
095636 05/03/2020,exit,S,1,7.67
095645 05/03/2020,entry,N,1,8.19
095856 05/03/2020,entry,N,1,6.55
095927 05/03/2020,entry,C,1,6.75
100019 05/03/2020,entry,N,1,6.41
100140 05/03/2020,exit,C,0,6.93
100155 05/03/2020,exit,N,1,5.74
100353 05/03/2020,exit,N,1,6.83
100404 05/03/2020,entry,C,0,5.97
100433 05/03/2020,entry,C,1,4.74
100530 05/03/2020,entry,C,1,7.38
100540 05/03/2020,entry,N,1,6.84
100802 05/03/2020,entry,C,1,6.37
100817 05/03/2020,entry,S,1,6.49
100860 05/03/2020,entry,S,1,7.4
100913 05/03/2020,entry,C,1,5.22
101012 05/03/2020,entry,S,1,6.95
101015 05/03/2020,exit,C,1,6.1
101247 05/03/2020,entry,S,1,4.67
101325 05/03/2020,entry,C,1,6.95
101445 05/03/2020,exit,C,1,6.38
101748 05/03/2020,entry,S,1,6.34
101909 05/03/2020,exit,S,1,7.02
102148 05/03/2020,entry,C,0,7.25
102235 05/03/2020,entry,S,1,7.06
102309 05/03/2020,exit,C,1,6.01
102419 05/03/2020,entry,N,1,6.15
102428 05/03/2020,entry,N,1,5.62
102504 05/03/2020,entry,C,1,5.64
102507 05/03/2020,entry,S,1,7.52
102509 05/03/2020,exit,S,1,6.86
102525 05/03/2020,entry,S,1,6.19
102552 05/03/2020,exit,N,1,7.1
102704 05/03/2020,entry,C,1,5.04
102732 05/03/2020,exit,C,0,6.73
102760 05/03/2020,entry,S,1,7.36
102807 05/03/2020,exit,S,1,5.71
102852 05/03/2020,entry,C,1,6.11
103025 05/03/2020,entry,S,1,6.97
103025 05/03/2020,exit,C,1,6.56
103044 05/03/2020,entry,C,0,7.61
103154 05/03/2020,entry,C,1,6.09
103326 05/03/2020,entry,S,1,6.07
103406 05/03/2020,exit,C,1,6.06
103418 05/03/2020,entry,S,1,6.18
103522 05/03/2020,exit,C,0,6.2
103607 05/03/2020,entry,C,1,6.5
103620 05/03/2020,entry,C,1,6.48
103723 05/03/2020,entry,N,1,5.69
103746 05/03/2020,entry,S,1,7.44
103749 05/03/2020,entry,C,1,5.96
103847 05/03/2020,entry,C,1,5.51
103907 05/03/2020,exit,C,1,6.98
103909 05/03/2020,entry,C,1,7.35
103910 05/03/2020,exit,S,1,7
104230 05/03/2020,entry,S,1,7.04
104413 05/03/2020,entry,C,1,7.55
104637 05/03/2020,entry,C,1,5.57
104646 05/03/2020,exit,S,1,7.33
104708 05/03/2020,exit,S,1,7.6
104732 05/03/2020,exit,S,1,6.9
104857 05/03/2020,entry,N,1,6.74
105239 05/03/2020,entry,C,1,6.57
105416 05/03/2020,exit,C,1,6.16
105448 05/03/2020,entry,C,1,4.91
105511 05/03/2020,entry,N,1,5.09
105631 05/03/2020,entry,S,0,7.33
105642 05/03/2020,entry,S,1,6.84
105642 05/03/2020,exit,C,1,5.43
105725 05/03/2020,entry,C,1,6.86
105730 05/03/2020,exit,N,1,7.12
105733 05/03/2020,exit,C,1,5.68
105744 05/03/2020,exit,S,1,6.41
105749 05/03/2020,exit,S,1,6.66
105843 05/03/2020,exit,C,1,5.55
105949 05/03/2020,exit,C,1,6.81
110026 05/03/2020,entry,S,1,7.61
110157 05/03/2020,exit,C,1,6.09
110159 05/03/2020,entry,N,1,5.47
110405 05/03/2020,entry,S,1,6.16
110451 05/03/2020,entry,C,1,6.46
110731 05/03/2020,exit,C,1,5.57
110920 05/03/2020,entry,C,1,6.64
110957 05/03/2020,entry,C,1,6.43
111035 05/03/2020,entry,C,1,7.24
111041 05/03/2020,entry,S,1,6.87
111158 05/03/2020,entry,S,1,7.15
111412 05/03/2020,entry,N,1,7.15
111524 05/03/2020,exit,C,1,6.49
111915 05/03/2020,entry,S,1,6.03
111944 05/03/2020,exit,S,1,5.19
112126 05/03/2020,entry,S,1,6.71
112348 05/03/2020,exit,N,1,5.81
112411 05/03/2020,exit,S,1,6.38
112533 05/03/2020,entry,S,1,6.5
112542 05/03/2020,exit,N,1,6.65
112736 05/03/2020,entry,N,1,5.95
112826 05/03/2020,exit,C,1,5.7
112843 05/03/2020,entry,S,1,6.42
112857 05/03/2020,entry,C,1,6.76
112927 05/03/2020,entry,C,1,7.02
113009 05/03/2020,entry,N,1,6.07
113114 05/03/2020,entry,C,1,7.18
113305 05/03/2020,exit,S,1,7.63
113358 05/03/2020,entry,C,1,7.69
113517 05/03/2020,exit,S,1,6.33
113627 05/03/2020,exit,S,1,6.75
113648 05/03/2020,entry,C,1,5.52
113650 05/03/2020,exit,N,1,6.15
113714 05/03/2020,entry,S,1,6.35
113753 05/03/2020,exit,C,1,7.44
113841 05/03/2020,exit,N,1,7.27
113908 05/03/2020,entry,S,1,5.88
114127 05/03/2020,exit,C,1,6.15
114142 05/03/2020,entry,C,1,7.36
114153 05/03/2020,entry,C,1,6.54
114206 05/03/2020,entry,S,1,6.17
114207 05/03/2020,exit,S,1,5.68
114513 05/03/2020,exit,C,1,6.35
114549 05/03/2020,entry,C,1,7.18
114604 05/03/2020,entry,C,1,6.92
114609 05/03/2020,exit,C,0,7.38
114626 05/03/2020,entry,C,1,8.04
114857 05/03/2020,entry,C,1,6.1
114918 05/03/2020,exit,N,1,7.63
114926 05/03/2020,exit,N,1,6.45
114939 05/03/2020,entry,C,1,5.92
114943 05/03/2020,entry,S,1,7.16
115002 05/03/2020,entry,C,1,4.87
115411 05/03/2020,entry,N,1,6.78
115444 05/03/2020,entry,C,1,6.3
115717 05/03/2020,entry,N,0,6.2
115718 05/03/2020,exit,C,1,7.6
115759 05/03/2020,entry,C,1,5.15
115804 05/03/2020,exit,S,1,7.17
115822 05/03/2020,entry,C,1,7.56
115830 05/03/2020,exit,S,1,5.53
120113 05/03/2020,exit,N,0,7.81
120223 05/03/2020,entry,C,1,6.92
120359 05/03/2020,exit,S,1,7.3
120400 05/03/2020,entry,S,1,6.28
120425 05/03/2020,exit,C,1,6.51
120821 05/03/2020,exit,S,1,6.62
120854 05/03/2020,entry,S,1,6.32
120912 05/03/2020,entry,C,1,6.72
121108 05/03/2020,entry,C,1,7.06
121116 05/03/2020,exit,C,1,6.29
121245 05/03/2020,entry,C,1,6.99
121305 05/03/2020,exit,C,1,8.64
121333 05/03/2020,exit,S,1,6.04
121447 05/03/2020,exit,S,1,6.6
121511 05/03/2020,exit,C,1,6.53
121515 05/03/2020,exit,C,1,6.39
121545 05/03/2020,entry,C,1,6.17
121555 05/03/2020,entry,C,0,6.7
121712 05/03/2020,entry,S,1,3.83
121837 05/03/2020,exit,C,1,5.85
122038 05/03/2020,entry,C,1,5.64
122126 05/03/2020,exit,C,1,5.59
122136 05/03/2020,entry,N,1,5.59
122152 05/03/2020,entry,S,1,7.18
122307 05/03/2020,exit,C,1,7.09
122403 05/03/2020,exit,C,0,6.17
122544 05/03/2020,exit,S,1,6.58
122556 05/03/2020,exit,C,1,6.71
122604 05/03/2020,exit,C,0,6.88
122612 05/03/2020,entry,C,1,6.23
122640 05/03/2020,entry,C,1,6.13
122653 05/03/2020,entry,S,1,7.42
122722 05/03/2020,entry,S,1,8.59
123420 05/03/2020,exit,S,0,5.89
123445 05/03/2020,exit,S,1,6.25
123529 05/03/2020,entry,S,1,6.59
123622 05/03/2020,exit,S,1,6.15
123656 05/03/2020,exit,C,1,5.89
123713 05/03/2020,entry,S,1,7.43
123758 05/03/2020,entry,C,1,7.96
123853 05/03/2020,entry,S,1,7.25
123858 05/03/2020,entry,S,1,6.1
124356 05/03/2020,exit,C,0,7.02
124422 05/03/2020,exit,C,1,6.73
124511 05/03/2020,entry,C,1,6.35
124545 05/03/2020,entry,N,1,5.01
124754 05/03/2020,entry,S,1,5.95
124904 05/03/2020,entry,C,1,5.49
125208 05/03/2020,entry,C,1,6.71
125457 05/03/2020,exit,C,1,5.92
125643 05/03/2020,exit,S,1,4.77
130117 05/03/2020,entry,C,1,6.68
130258 05/03/2020,exit,N,0,7.71
130306 05/03/2020,exit,N,1,5.62
130609 05/03/2020,entry,S,1,5.41
130747 05/03/2020,entry,S,1,6.03
130812 05/03/2020,entry,C,1,5.82
130925 05/03/2020,exit,C,1,7.02
130929 05/03/2020,entry,C,1,6.23
130950 05/03/2020,entry,S,1,6.43
131047 05/03/2020,exit,S,0,5.75
131222 05/03/2020,exit,C,0,6.93
131324 05/03/2020,exit,C,0,6.46
131528 05/03/2020,exit,S,1,6.01
131529 05/03/2020,exit,C,1,5.71
131536 05/03/2020,exit,C,1,6.16
131548 05/03/2020,entry,S,1,5.15
131607 05/03/2020,exit,C,1,6.05
131826 05/03/2020,exit,S,0,7.3
131945 05/03/2020,exit,S,1,7.48
131956 05/03/2020,entry,S,1,7.46
132007 05/03/2020,entry,C,1,5.25
132009 05/03/2020,entry,N,1,6.99
132024 05/03/2020,entry,C,1,5.63
132032 05/03/2020,exit,S,1,6.85
132051 05/03/2020,exit,S,1,5.36
132058 05/03/2020,entry,S,1,7.25
132103 05/03/2020,entry,S,1,7.23
132308 05/03/2020,exit,N,1,7.26
132336 05/03/2020,exit,C,1,5.68
132521 05/03/2020,exit,S,1,7.16
132528 05/03/2020,exit,S,1,6.09
132548 05/03/2020,exit,S,1,7.01
132630 05/03/2020,exit,S,1,7.11
132648 05/03/2020,entry,C,1,7.39
132730 05/03/2020,entry,C,1,7.05
132732 05/03/2020,entry,C,0,6.5
132821 05/03/2020,exit,C,0,7.79
132832 05/03/2020,entry,C,1,6.88
132858 05/03/2020,entry,N,0,6.67
132924 05/03/2020,exit,S,1,5.6
133103 05/03/2020,exit,S,1,6.07
133119 05/03/2020,entry,N,1,7.35
133143 05/03/2020,exit,C,1,5.71
133227 05/03/2020,entry,C,1,6.56
133303 05/03/2020,exit,S,1,6.38
133306 05/03/2020,entry,S,1,7.76
133360 05/03/2020,entry,C,1,6.9
133415 05/03/2020,entry,N,1,8.54
133424 05/03/2020,entry,C,1,6.6
133608 05/03/2020,exit,N,1,5.98
133801 05/03/2020,entry,C,1,5.27
133809 05/03/2020,entry,C,1,6.27
133836 05/03/2020,entry,C,1,8.07
134022 05/03/2020,exit,C,1,5.35
134103 05/03/2020,entry,C,1,7.45
134141 05/03/2020,exit,S,1,6.84
134219 05/03/2020,exit,N,0,6.93
134245 05/03/2020,exit,N,1,7.12
134302 05/03/2020,exit,S,1,5.28
134356 05/03/2020,exit,C,0,6
134442 05/03/2020,entry,C,1,6.54
134537 05/03/2020,exit,S,1,6.57
134544 05/03/2020,entry,C,1,4.46
134604 05/03/2020,entry,C,0,5.71
134613 05/03/2020,exit,S,1,6.35
134921 05/03/2020,exit,C,1,4.64
135017 05/03/2020,entry,C,1,7.25
135029 05/03/2020,exit,C,0,6.63
135030 05/03/2020,exit,C,0,7.55
135056 05/03/2020,exit,C,1,6.07
135113 05/03/2020,entry,S,1,6.64
135231 05/03/2020,entry,C,1,5.51
135251 05/03/2020,entry,S,1,5.55
135335 05/03/2020,entry,S,1,5.65
135453 05/03/2020,entry,N,0,6.31
135521 05/03/2020,entry,N,1,7.13
140032 05/03/2020,entry,S,1,6.58
140122 05/03/2020,exit,C,1,6.39
140431 05/03/2020,entry,C,1,7.62
140639 05/03/2020,exit,C,1,5.85
140659 05/03/2020,entry,S,1,6.55
140735 05/03/2020,entry,N,1,4.29
140807 05/03/2020,exit,C,1,7.19
140842 05/03/2020,exit,S,1,6.7
140912 05/03/2020,entry,C,1,6.77
141034 05/03/2020,exit,C,0,5.84
141344 05/03/2020,entry,C,1,5.94
141604 05/03/2020,exit,C,1,6.13
141803 05/03/2020,exit,S,1,6.15
142022 05/03/2020,entry,S,1,7.44
142023 05/03/2020,entry,S,0,5.44
142113 05/03/2020,exit,C,1,7.11
142212 05/03/2020,entry,C,1,7.37
142348 05/03/2020,entry,S,1,5.86
142806 05/03/2020,exit,C,1,5.68
143124 05/03/2020,exit,N,1,6.6
143136 05/03/2020,entry,S,1,6.26
143305 05/03/2020,entry,C,1,6.4
145332 05/03/2020,entry,S,1,7.5
145443 05/03/2020,entry,C,1,7.39
145807 05/03/2020,entry,N,1,5.91
145937 05/03/2020,entry,S,1,7.28
150018 05/03/2020,exit,C,1,5.67
150039 05/03/2020,exit,C,1,7.82
150119 05/03/2020,entry,N,1,7.48
150355 05/03/2020,entry,N,1,4.54
150636 05/03/2020,exit,C,1,6.64
150905 05/03/2020,exit,C,1,6.99
150917 05/03/2020,exit,N,1,6.68
150918 05/03/2020,entry,C,1,5.98
151120 05/03/2020,entry,S,1,7
151136 05/03/2020,exit,S,1,6.29
151502 05/03/2020,entry,S,1,6.24
152105 05/03/2020,exit,S,1,5.02
152252 05/03/2020,entry,C,1,7.49
152404 05/03/2020,entry,S,1,4.47
152434 05/03/2020,entry,C,1,7.35
152812 05/03/2020,exit,S,0,5.79
152934 05/03/2020,exit,N,0,6.96
153105 05/03/2020,entry,S,1,6.38
153411 05/03/2020,exit,C,1,5.27
153605 05/03/2020,exit,C,0,7.09
153917 05/03/2020,exit,S,0,5.84
153925 05/03/2020,entry,C,1,6.52
153940 05/03/2020,entry,C,1,5.94
154245 05/03/2020,exit,C,1,6.14
154620 05/03/2020,exit,C,1,7.86
154736 05/03/2020,exit,C,1,5.98
154825 05/03/2020,entry,S,1,8.12
154842 05/03/2020,exit,C,1,6.34
155328 05/03/2020,exit,C,1,7.11
155428 05/03/2020,exit,S,1,6.81
155845 05/03/2020,exit,N,1,5.67
155856 05/03/2020,entry,C,1,7.57
160006 05/03/2020,exit,N,1,5.71
160041 05/03/2020,exit,S,1,6.68
160043 05/03/2020,entry,C,1,5.26
160141 05/03/2020,exit,S,0,7.93
160227 05/03/2020,entry,S,1,5.54
160234 05/03/2020,exit,N,1,7.23
160350 05/03/2020,entry,C,1,5.91
160523 05/03/2020,exit,N,1,6.71
160531 05/03/2020,exit,C,1,6.15
160537 05/03/2020,exit,C,1,6.91
160625 05/03/2020,exit,S,1,5.94
160739 05/03/2020,exit,C,1,5.68
160753 05/03/2020,exit,N,1,6.98
160842 05/03/2020,exit,S,1,6.52
160936 05/03/2020,entry,S,1,5.25
160952 05/03/2020,exit,N,1,5.85
160955 05/03/2020,exit,C,0,6.72
161358 05/03/2020,entry,S,1,6.59
161508 05/03/2020,exit,C,1,5.1
161533 05/03/2020,exit,N,0,5.44
161733 05/03/2020,exit,C,0,5.66
161844 05/03/2020,exit,C,1,7.31
161910 05/03/2020,exit,S,1,6.16
161917 05/03/2020,exit,S,1,6.69
161937 05/03/2020,exit,S,1,6.55
161949 05/03/2020,exit,N,1,6.51
162015 05/03/2020,entry,C,1,7.39
162604 05/03/2020,exit,C,1,6.86
162615 05/03/2020,exit,C,1,8.23
162934 05/03/2020,exit,C,1,6.76
162949 05/03/2020,exit,S,1,5.95
163037 05/03/2020,exit,S,1,8.45
163150 05/03/2020,exit,S,1,5.52
163412 05/03/2020,exit,N,1,5.16
163459 05/03/2020,entry,C,1,8.58
163829 05/03/2020,exit,C,1,5.91
164018 05/03/2020,exit,C,1,5.11
164023 05/03/2020,exit,S,1,7.65
164145 05/03/2020,entry,N,1,6.08
164247 05/03/2020,exit,S,1,8.07
164342 05/03/2020,exit,N,1,6.57
164348 05/03/2020,exit,S,1,6.98
164431 05/03/2020,exit,N,1,7.06
164558 05/03/2020,exit,C,1,7.44
164636 05/03/2020,exit,N,1,6.31
164838 05/03/2020,entry,S,1,7.24
165058 05/03/2020,exit,C,1,5.97
165140 05/03/2020,entry,C,1,7.07
165323 05/03/2020,entry,S,0,6.73
165347 05/03/2020,exit,C,1,6.55
165551 05/03/2020,exit,C,1,5.81
165703 05/03/2020,entry,C,0,6.4
165731 05/03/2020,exit,S,1,6.38
165901 05/03/2020,entry,S,1,5.84
165919 05/03/2020,exit,S,1,6.06
165954 05/03/2020,exit,S,1,4.43
170100 05/03/2020,entry,C,1,6.97
170129 05/03/2020,exit,C,1,6.55
170353 05/03/2020,exit,C,1,6.08
170626 05/03/2020,exit,C,1,5.83
170735 05/03/2020,entry,S,1,6.38
170839 05/03/2020,entry,C,1,6.62
170957 05/03/2020,exit,S,1,6.47
171230 05/03/2020,exit,C,1,8.37
171251 05/03/2020,exit,S,1,6.44
171253 05/03/2020,exit,S,1,6.34
171312 05/03/2020,exit,C,1,7.85
171324 05/03/2020,entry,C,1,5.63
171421 05/03/2020,entry,S,1,4.93
171431 05/03/2020,exit,C,1,7.54
171432 05/03/2020,exit,S,1,6.22
171552 05/03/2020,exit,S,1,7.28
171720 05/03/2020,exit,N,1,7.02
171802 05/03/2020,exit,C,1,8.16
171854 05/03/2020,exit,C,1,6.09
171947 05/03/2020,exit,N,1,5.91
172120 05/03/2020,entry,C,1,6.44
172260 05/03/2020,exit,S,1,6.78
172428 05/03/2020,exit,N,1,7.48
172606 05/03/2020,exit,C,0,7.36
172655 05/03/2020,exit,C,1,5.85
172821 05/03/2020,exit,C,1,7.19
172921 05/03/2020,exit,N,1,4.3
172946 05/03/2020,entry,S,1,7.44
173054 05/03/2020,exit,C,1,5.84
173055 05/03/2020,exit,C,1,6.2
173509 05/03/2020,exit,N,1,6.03
173615 05/03/2020,exit,C,1,6.8
173640 05/03/2020,exit,S,1,7.57
173847 05/03/2020,exit,C,1,5.36
173855 05/03/2020,exit,N,1,4.7
174020 05/03/2020,exit,S,1,6.45
174026 05/03/2020,exit,C,1,5.3
174057 05/03/2020,exit,S,0,5.49
174130 05/03/2020,entry,C,1,6.8
174220 05/03/2020,exit,C,1,6.76
174433 05/03/2020,exit,C,1,5.32
174449 05/03/2020,exit,C,0,5.97
174511 05/03/2020,entry,C,1,8.15
174639 05/03/2020,exit,S,0,6.45
174809 05/03/2020,exit,C,1,6.84
174810 05/03/2020,exit,S,1,6.52
175134 05/03/2020,exit,S,1,6.47
175225 05/03/2020,exit,C,0,7.66
175260 05/03/2020,exit,C,1,6.73
175305 05/03/2020,exit,C,1,5.39
175336 05/03/2020,exit,S,0,7.31
175352 05/03/2020,exit,S,1,7.15
175636 05/03/2020,exit,C,1,6.62
175659 05/03/2020,entry,C,1,4
175834 05/03/2020,exit,C,1,5.49
175945 05/03/2020,exit,N,1,5.65
175950 05/03/2020,entry,C,1,7.56
180038 05/03/2020,exit,C,1,6.18
180208 05/03/2020,entry,N,1,7.36
180235 05/03/2020,exit,N,1,6.89
180242 05/03/2020,entry,S,0,6.33
180304 05/03/2020,exit,C,1,7.27
180310 05/03/2020,exit,C,1,6.94
180337 05/03/2020,exit,C,1,6.88
180406 05/03/2020,exit,N,1,8.7
180411 05/03/2020,exit,C,1,6.66
180422 05/03/2020,entry,C,1,8.01
180611 05/03/2020,exit,S,0,6.8
180710 05/03/2020,exit,S,1,7.18
180718 05/03/2020,exit,S,0,6.44
180849 05/03/2020,exit,C,1,7.06
181008 05/03/2020,exit,C,1,6.58
181153 05/03/2020,exit,C,1,6.84
181325 05/03/2020,exit,C,1,6.41
181415 05/03/2020,exit,S,0,5.77
181633 05/03/2020,exit,S,1,6.89
181801 05/03/2020,exit,S,1,6.24
181925 05/03/2020,exit,C,1,7.46
181937 05/03/2020,exit,S,1,6.66
181946 05/03/2020,exit,C,1,6.71
182026 05/03/2020,exit,C,1,5.62
182037 05/03/2020,exit,C,1,6.58
182043 05/03/2020,exit,S,1,7.23
182126 05/03/2020,exit,C,0,7.45
182236 05/03/2020,exit,C,1,5.57
182407 05/03/2020,exit,N,1,7.24
182443 05/03/2020,entry,S,1,5.66
182445 05/03/2020,exit,C,0,7.5
182622 05/03/2020,exit,N,1,5.81
